code,label,parent
animal_rescue_service,Animal Rescue Service,animal_adoption_or_rescue
business_law,Business Law,attorney_or_law_firm
kitchen_supply_store,Kitchen Supply Store,kitchen_and_bath_store
meditation_center,Meditation Center,wellness_service
hawaiian_restaurant,Hawaiian Restaurant,polynesian_restaurant
hematology,Hematology,oncology
linen_store,Linen Store,hardware_home_and_garden_store
prosthetics,Prosthetics,physical_medicine_and_rehabilitation
tiling,Tiling,home_service
medical_billing,Medical Billing,medical_service
sightseeing_tour_agency,Sightseeing Tour Agency,tour_operator
wholesaler,Wholesaler,b2b_service
educational_research_institute,Educational Research Institute,research_institute
jewelry_and_watches_manufacturer,Jewelry And Watches Manufacturer,manufacturer
periodontics,Periodontics,dental_clinic
pool_and_hot_tub_service,Pool And Hot Tub Service,home_service
session_photography_service,Session Photography Service,photography_service
escape_room,Escape Room,gaming_venue
health_food_restaurant,Health Food Restaurant,special_diet_restaurant
security_systems,Security Systems,home_service
automation_service,Automation Service,b2b_industrial_and_machine_service
comedy_club,Comedy Club,performing_arts_venue
religious_school,Religious School,school
wildlife_sanctuary,Wildlife Sanctuary,animal_attraction
educational_camp,Educational Camp,educational_facility
horse_boarding,Horse Boarding,equine_service
non_governmental_association,Non Governmental Association,civic_organization
packing_supply_store,Packing Supply Store,office_supply_store
plastic_manufacturer,Plastic Manufacturer,manufacturer
flea_market,Flea Market,second_hand_store
health_insurance_office,Health Insurance Office,medical_service
trailer_dealer,Trailer Dealer,vehicle_dealer
horseback_riding_service,Horseback Riding Service,sport_or_fitness_facility
prenatal_and_perinatal_care,Prenatal And Perinatal Care,reproductive_perinatal_and_womens_care
bottled_water_company,Bottled Water Company,corporate_or_business_office
cultural_center,Cultural Center,cultural_and_historic
junkyard,Junkyard,second_hand_store
motorsports_store,Motorsports Store,vehicle_parts_store
dj_service,Dj Service,event_or_party_service
filipino_restaurant,Filipino Restaurant,southeast_asian_restaurant
irish_pub,Irish Pub,pub
dairy_farm,Dairy Farm,farm
electronic_equipment_supplier,Electronic Equipment Supplier,supplier_or_distributor
laser_hair_removal,Laser Hair Removal,hair_removal
masonry_contractor,Masonry Contractor,building_or_construction_service
shoe_repair,Shoe Repair,personal_or_beauty_service
veterans_organization,Veterans Organization,social_club
computer_hardware_company,Computer Hardware Company,technical_service
industrial_company,Industrial Company,corporate_or_business_office
muslim_place_of_worship,Muslim Place Of Worship,place_of_worship
ramen_restaurant,Ramen Restaurant,asian_restaurant
amateur_sport_league,Amateur Sport League,sport_league
art_museum,Art Museum,museum
protestant_place_of_worship,Protestant Place Of Worship,christian_place_of_worship
social_club,Social Club,arts_and_entertainment
golf_instructor,Golf Instructor,sport_or_fitness_facility
hair_replacement,Hair Replacement,personal_or_beauty_service
plastics_company,Plastics Company,corporate_or_business_office
test_preparation,Test Preparation,educational_service
texmex_restaurant,Texmex Restaurant,latin_american_restaurant
supplier_or_distributor,Supplier Or Distributor,b2b_service
walk_in_clinic,Walk In Clinic,emergency_or_urgent_care_facility
credit_and_debt_counseling,Credit And Debt Counseling,financial_service
estate_planning_law,Estate Planning Law,attorney_or_law_firm
health_market,Health Market,market
public_plaza,Public Plaza,public_facility
southern_american_restaurant,Southern American Restaurant,american_restaurant
b2b_mining,B2b Mining,b2b_energy_and_utility_service
designer_clothing,Designer Clothing,clothing_store
fertility_clinic,Fertility Clinic,specialized_medical_facility
party_equipment_rental,Party Equipment Rental,event_or_party_service
sunglasses_store,Sunglasses Store,eyewear_store
christmas_tree_store,Christmas Tree Store,hardware_home_and_garden_store
midwifery,Midwifery,reproductive_perinatal_and_womens_care
pressure_washing,Pressure Washing,home_service
beer_bar,Beer Bar,bar
tapas_bar,Tapas Bar,casual_eatery
vehicle_shipping,Vehicle Shipping,shipping_or_delivery_service
agriculture,Agriculture,b2b_agriculture_service
airport_shuttle,Airport Shuttle,air_transport_facility_or_service
airport_terminal,Airport Terminal,airport
battery_store,Battery Store,electronics_store
employment_law,Employment Law,attorney_or_law_firm
event_technology_service,Event Technology Service,event_or_party_service
pan_asian_restaurant,Pan Asian Restaurant,international_fusion_restaurant
permanent_makeup,Permanent Makeup,skin_care_and_makeup
photography_service,Photography Service,media_service
reiki,Reiki,complementary_and_alternative_medicine
vegan_restaurant,Vegan Restaurant,special_diet_restaurant
well_drilling,Well Drilling,home_service
altering_and_remodeling_contractor,Altering And Remodeling Contractor,contractor
distillery,Distillery,alcoholic_beverage_venue
health_department,Health Department,government_department
pharmaceutical_company,Pharmaceutical Company,corporate_or_business_office
public_relations,Public Relations,professional_service
vending_machine_supplier,Vending Machine Supplier,supplier_or_distributor
warehouse,Warehouse,b2b_storage
welding_supply_store,Welding Supply Store,hardware_store
blood_and_plasma_donation_center,Blood And Plasma Donation Center,medical_service
cupcake_shop,Cupcake Shop,dessert_shop
fishmonger,Fishmonger,food_and_beverage_store
machine_and_tool_rental,Machine And Tool Rental,rental_service
mobile_home_dealer,Mobile Home Dealer,real_estate_service
brazilian_restaurant,Brazilian Restaurant,south_american_restaurant
soul_food,Soul Food,restaurant
biotechnology_company,Biotechnology Company,corporate_or_business_office
cajun_and_creole_restaurant,Cajun And Creole Restaurant,american_restaurant
dive_bar,Dive Bar,bar
media_service,Media Service,services_and_business
pizza_delivery_service,Pizza Delivery Service,food_delivery_service
cards_and_stationery_store,Cards And Stationery Store,specialty_store
ice_skating_rink,Ice Skating Rink,skating_rink
landscape_architect,Landscape Architect,landscaping
luggage_store,Luggage Store,fashion_and_apparel_store
salvadoran_restaurant,Salvadoran Restaurant,central_american_restaurant
ski_resort,Ski Resort,resort
superstore,Superstore,shopping
alcohol_and_drug_treatment_center,Alcohol And Drug Treatment Center,abuse_and_addiction_treatment_center
environmental_or_ecological_service,Environmental Or Ecological Service,services_and_business
golf_cart_dealer,Golf Cart Dealer,vehicle_dealer
hat_store,Hat Store,fashion_accessories_store
career_counseling,Career Counseling,professional_service
cosmetic_surgery,Cosmetic Surgery,plastic_and_reconstructive_surgery
distribution_service,Distribution Service,freight_and_cargo_service
firearm_training,Firearm Training,specialty_school
hypnotherapy,Hypnotherapy,psychotherapy
middle_eastern_restaurant,Middle Eastern Restaurant,restaurant
restaurant_equipment_and_supply,Restaurant Equipment And Supply,supplier_or_distributor
sleep_medicine,Sleep Medicine,pulmonology
souvenir_store,Souvenir Store,specialty_store
truck_gas_station,Truck Gas Station,gas_station
wig_store,Wig Store,beauty_supply_store
jehovahs_witness_place_of_worship,Jehovahs Witness Place Of Worship,restorationist_place_of_worship
kids_hair_salon,Kids Hair Salon,hair_salon
kids_recreation_and_party,Kids Recreation And Party,event_or_party_service
miniature_golf_course,Miniature Golf Course,sport_or_fitness_facility
organic_grocery_store,Organic Grocery Store,grocery_store
rock_climbing_spot,Rock Climbing Spot,adventure_sport
broker,Broker,financial_service
buddhist_place_of_worship,Buddhist Place Of Worship,place_of_worship
candle_store,Candle Store,hardware_home_and_garden_store
disc_golf_course,Disc Golf Course,sport_field
movie_television_studio,Movie Television Studio,media_news_company
videographer,Videographer,event_or_party_service
visitor_center,Visitor Center,travel_service
amateur_sport_team,Amateur Sport Team,sport_team
b2b_cleaning_and_waste_management,B2b Cleaning And Waste Management,b2b_environmental_service
b2b_science_and_technology_service,B2b Science And Technology Service,b2b_service
engine_repair_service,Engine Repair Service,automotive_repair
puerto_rican_restaurant,Puerto Rican Restaurant,caribbean_restaurant
security_service,Security Service,services_and_business
shaved_ice_shop,Shaved Ice Shop,dessert_shop
boat_parts_store,Boat Parts Store,vehicle_parts_store
halal_restaurant,Halal Restaurant,special_diet_restaurant
haunted_house,Haunted House,amusement_attraction
product_design,Product Design,design_service
recreation_vehicle_repair,Recreation Vehicle Repair,recreation_vehicle_service
vegetarian_restaurant,Vegetarian Restaurant,special_diet_restaurant
waterfall,Waterfall,water_feature
boat_rental_and_training,Boat Rental And Training,recreational_equipment_rental
cardiothoracic_surgery,Cardiothoracic Surgery,surgery
drywall_service,Drywall Service,home_service
beverage_supplier,Beverage Supplier,supplier_or_distributor
comfort_food_restaurant,Comfort Food Restaurant,restaurant
geriatric_medicine,Geriatric Medicine,specialized_health_care
golf_club,Golf Club,sport_or_recreation_club
karaoke_venue,Karaoke Venue,music_venue
metal_plating_service,Metal Plating Service,b2b_industrial_and_machine_service
powder_coating_service,Powder Coating Service,industrial_facility_or_service
spanish_restaurant,Spanish Restaurant,iberian_restaurant
fitness_exercise_store,Fitness Exercise Store,sporting_goods_store
forest,Forest,land_feature
pool_billiards,Pool Billiards,sport_or_fitness_facility
pop_up_store,Pop Up Store,specialty_store
research_institute,Research Institute,education
auto_upholstery,Auto Upholstery,automotive_service
cemetery,Cemetery,memorial_site
medical_school,Medical School,specialty_school
state_park,State Park,park
air_duct_cleaning_service,Air Duct Cleaning Service,home_service
baby_gear_and_nursery_store,Baby Gear And Nursery Store,fashion_and_apparel_store
batting_cage,Batting Cage,sport_or_fitness_facility
first_aid_class,First Aid Class,specialty_school
framing_store,Framing Store,arts_crafts_and_hobby_store
horse_riding,Horse Riding,sport_or_fitness_facility
milk_bar,Milk Bar,non_alcoholic_beverage_venue
mountain_bike_trail,Mountain Bike Trail,recreational_trail_or_path
vacation_rental_agent,Vacation Rental Agent,travel_service
watch_store,Watch Store,jewelry_store
b2b_clinical_lab,B2b Clinical Lab,b2b_medical_support_service
dancewear_store,Dancewear Store,sportswear_store
exhibition_and_trade_fair_venue,Exhibition And Trade Fair Venue,event_venue
fireplace_service,Fireplace Service,home_service
game_publisher,Game Publisher,media_news_company
insulation_installation,Insulation Installation,home_service
irrigation_service,Irrigation Service,home_service
luggage_storage,Luggage Storage,travel_service
maternity_center,Maternity Center,reproductive_perinatal_and_womens_care
temp_agency,Temp Agency,employment_agency
ticket_office_or_booth,Ticket Office Or Booth,arts_and_entertainment
auditorium,Auditorium,event_venue
computer_coaching,Computer Coaching,specialty_school
hvac_supplier,Hvac Supplier,supplier_or_distributor
newspaper_and_magazines_store,Newspaper And Magazines Store,books_music_and_video_store
patio_covers,Patio Covers,home_service
record_label,Record Label,media_service
ski_and_snowboard_store,Ski And Snowboard Store,sporting_goods_store
television_service_provider,Television Service Provider,home_service
textile_manufacturer,Textile Manufacturer,manufacturer
tile_store,Tile Store,hardware_home_and_garden_store
aquatic_pet_store,Aquatic Pet Store,pet_store
bike_rental,Bike Rental,recreational_equipment_rental
boxing_gym,Boxing Gym,sport_or_fitness_facility
clothing_company,Clothing Company,corporate_or_business_office
real_estate_law,Real Estate Law,attorney_or_law_firm
vehicle_dealer,Vehicle Dealer,shopping
canoe_and_kayak_hire_service,Canoe And Kayak Hire Service,recreational_equipment_rental
door_sales_service,Door Sales Service,home_service
kiosk,Kiosk,shopping
travel_company,Travel Company,corporate_or_business_office
urban_farm,Urban Farm,farm
after_school_program,After School Program,educational_service
aircraft_parts_and_supplies,Aircraft Parts And Supplies,air_transport_facility_or_service
auto_company,Auto Company,corporate_or_business_office
business_broker,Business Broker,broker
civil_engineer,Civil Engineer,building_or_construction_service
craft_store,Craft Store,arts_crafts_and_hobby_store
merchandising_service,Merchandising Service,professional_service
piercing,Piercing,tattoo_and_piercing
translating_and_interpreting_service,Translating And Interpreting Service,b2b_office_and_professional_service
boat_tour,Boat Tour,tour_operator
books_music_and_video_store,Books Music And Video Store,specialty_store
cooking_school,Cooking School,specialty_school
football_stadium,Football Stadium,stadium
gay_bar,Gay Bar,bar
herb_and_spice_store,Herb And Spice Store,food_and_beverage_store
nursing_school,Nursing School,specialty_school
shredding_service,Shredding Service,professional_service
swimwear_store,Swimwear Store,sporting_goods_store
dog_walker,Dog Walker,pet_care_service
ecuadorian_restaurant,Ecuadorian Restaurant,south_american_restaurant
fireworks_store,Fireworks Store,specialty_store
heliport,Heliport,airport
pathology,Pathology,diagnostics_imaging_or_lab_service
reflexology,Reflexology,complementary_and_alternative_medicine
school_district_office,School District Office,education_office
aircraft_service,Aircraft Service,vehicle_service
bookkeeper,Bookkeeper,professional_service
driving_range,Driving Range,golf_course
kitchen_remodeling,Kitchen Remodeling,home_service
leather_goods_store,Leather Goods Store,fashion_and_apparel_store
academic_bookstore,Academic Bookstore,bookstore
animal_hospital,Animal Hospital,veterinary_care
cottage,Cottage,lodging
custom_t_shirt_store,Custom T Shirt Store,t_shirt_store
environmental_testing_service,Environmental Testing Service,environmental_or_ecological_service
fraternal_organization,Fraternal Organization,social_club
junk_removal_and_hauling,Junk Removal And Hauling,home_service
karate_club,Karate Club,martial_arts_club
recording_and_rehearsal_studio,Recording And Rehearsal Studio,media_service
skate_store,Skate Store,sporting_goods_store
taxidermist,Taxidermist,technical_service
video_film_production,Video Film Production,media_service
wholesale_grocer,Wholesale Grocer,wholesaler
inspection_service,Inspection Service,building_or_construction_service
natural_gas_utility_provider,Natural Gas Utility Provider,public_utility
pediatric_cardiology,Pediatric Cardiology,pediatric_clinic
private_tutor,Private Tutor,tutoring_service
teeth_whitening,Teeth Whitening,personal_or_beauty_service
adult_education_center,Adult Education Center,place_of_learning
archery_range,Archery Range,shooting_range
car_inspection,Car Inspection,automotive_service
colombian_restaurant,Colombian Restaurant,south_american_restaurant
kickboxing_club,Kickboxing Club,martial_arts_club
audiovisual_equipment_rental,Audiovisual Equipment Rental,event_or_party_service
cuban_restaurant,Cuban Restaurant,caribbean_restaurant
forklift_dealer,Forklift Dealer,vehicle_dealer
horse_trainer,Horse Trainer,equine_service
political_party_office,Political Party Office,political_organization
railroad_freight,Railroad Freight,b2b_transportation_and_storage_service
structural_engineer,Structural Engineer,home_service
aquarium,Aquarium,animal_attraction
cancer_treatment_center,Cancer Treatment Center,specialized_medical_facility
cheese_shop,Cheese Shop,food_and_beverage_store
cpr_class,Cpr Class,specialty_school
occupational_safety,Occupational Safety,b2b_industrial_and_machine_service
refractive_surgery_or_lasik,Refractive Surgery Or Lasik,ophthalmology
strip_club,Strip Club,adult_entertainment_venue
art_restoration_service,Art Restoration Service,media_service
auto_security,Auto Security,automotive_service
child_psychiatry,Child Psychiatry,psychiatry
cycling_class,Cycling Class,sport_or_fitness_facility
international_grocery_store,International Grocery Store,grocery_store
pet_training,Pet Training,pet_care_service
pretzel_shop,Pretzel Shop,bakery
window_supplier,Window Supplier,supplier_or_distributor
zoo,Zoo,animal_attraction
atv_rental_tour,Atv Rental Tour,recreational_equipment_rental
auto_manufacturer,Auto Manufacturer,vehicle_manufacturer
b2b_records_storage_service,B2b Records Storage Service,b2b_office_and_professional_service
botanical_garden,Botanical Garden,garden
computer_wholesaler,Computer Wholesaler,wholesaler
elevator_service,Elevator Service,technical_service
sandblasting_service,Sandblasting Service,industrial_facility_or_service
scuba_diving_center,Scuba Diving Center,diving_center
service_apartment,Service Apartment,lodging
social_media_agency,Social Media Agency,professional_service
sugaring,Sugaring,hair_removal
water_park,Water Park,park
basketball_court,Basketball Court,sport_court
bingo_hall,Bingo Hall,gaming_venue
deck_and_railing_sales_service,Deck And Railing Sales Service,home_service
gelato_shop,Gelato Shop,dessert_shop
internet_cafe,Internet Cafe,cafe
lawn_mower_store,Lawn Mower Store,hardware_home_and_garden_store
meat_wholesaler,Meat Wholesaler,wholesaler
seafood_market,Seafood Market,food_and_beverage_store
soccer_club,Soccer Club,sport_or_recreation_club
surf_store,Surf Store,sporting_goods_store
window_washing,Window Washing,home_service
b2b_human_resource_service,B2b Human Resource Service,b2b_office_and_professional_service
cabin,Cabin,lodging
educational_supply_store,Educational Supply Store,specialty_store
hair_loss_center,Hair Loss Center,hair_replacement
hindu_place_of_worship,Hindu Place Of Worship,place_of_worship
occupational_medicine,Occupational Medicine,preventive_medicine
osteopathic_medicine,Osteopathic Medicine,specialized_health_care
pancake_house,Pancake House,breakfast_and_brunch_restaurant
spray_tanning,Spray Tanning,tanning_salon
writing_service,Writing Service,professional_service
african_restaurant,African Restaurant,restaurant
art_supply_store,Art Supply Store,arts_crafts_and_hobby_store
beer_garden,Beer Garden,alcoholic_beverage_venue
betting_center,Betting Center,gaming_venue
coffee_roastery,Coffee Roastery,coffee_shop
commercial_vehicle_dealer,Commercial Vehicle Dealer,vehicle_dealer
dim_sum_restaurant,Dim Sum Restaurant,chinese_restaurant
dominican_restaurant,Dominican Restaurant,caribbean_restaurant
forestry_service,Forestry Service,environmental_or_ecological_service
hot_springs,Hot Springs,water_feature
medical_law,Medical Law,attorney_or_law_firm
packing_service,Packing Service,home_service
poultry_farm,Poultry Farm,farm
professional_sport_team,Professional Sport Team,sport_team
rv_rental_service,Rv Rental Service,vehicle_rental_service
agricultural_cooperative,Agricultural Cooperative,b2b_agriculture_service
b2b_audio_visual_production,B2b Audio Visual Production,b2b_media_service
billing_service,Billing Service,professional_service
chambers_of_commerce,Chambers Of Commerce,government_office
community_health_center,Community Health Center,primary_care_or_general_clinic
crane_service,Crane Service,building_or_construction_service
escrow_service,Escrow Service,real_estate_service
food_court,Food Court,casual_eatery
home_theater_systems_stores,Home Theater Systems Stores,electronics_store
kosher_restaurant,Kosher Restaurant,special_diet_restaurant
motorcycle_parts_store,Motorcycle Parts Store,vehicle_parts_store
outdoor_furniture_store,Outdoor Furniture Store,hardware_home_and_garden_store
pet_adoption,Pet Adoption,animal_adoption_or_rescue
tax_law,Tax Law,attorney_or_law_firm
water_purification_service,Water Purification Service,home_service
cheesesteak_restaurant,Cheesesteak Restaurant,meat_restaurant
cigar_bar,Cigar Bar,bar
country_club,Country Club,social_club
dumpster_rental,Dumpster Rental,rental_service
ethiopian_restaurant,Ethiopian Restaurant,east_african_restaurant
golf_equipment_store,Golf Equipment Store,sporting_goods_store
maternity_wear,Maternity Wear,clothing_store
paintball,Paintball,sport_or_fitness_facility
piano_service,Piano Service,musical_instrument_service
prosthodontics,Prosthodontics,dental_clinic
tattoo_removal,Tattoo Removal,medical_skin_care
asian_grocery_store,Asian Grocery Store,grocery_store
auto_broker,Auto Broker,auto_dealer
circus_venue,Circus Venue,amusement_attraction
electronics_repair_shop,Electronics Repair Shop,technical_service
fencing_club,Fencing Club,sport_or_recreation_club
halfway_house,Halfway House,housing_or_property_service
home_automation,Home Automation,home_service
media_news_website,Media News Website,media_service
motorcycle_rental_service,Motorcycle Rental Service,vehicle_rental_service
neuropathology,Neuropathology,neurology
process_server,Process Server,legal_service
talent_agency,Talent Agency,professional_service
wedding_chapel,Wedding Chapel,event_or_party_service
b2b_telemarketing_service,B2b Telemarketing Service,b2b_advertising_and_marketing_service
bike_repair_maintenance,Bike Repair Maintenance,technical_service
collection_agency,Collection Agency,financial_service
demolition_service,Demolition Service,home_service
drive_in_theater,Drive In Theater,movie_theater
formal_wear_store,Formal Wear Store,clothing_store
historical_tour,Historical Tour,tour_operator
home_staging,Home Staging,real_estate_service
hydraulic_equipment_supplier,Hydraulic Equipment Supplier,supplier_or_distributor
magician,Magician,event_or_party_service
religious_and_spiritual_goods_store,Religious And Spiritual Goods Store,specialty_store
roadside_assistance,Roadside Assistance,vehicle_service
sculpture_statue,Sculpture Statue,arts_and_crafts_space
soup_restaurant,Soup Restaurant,restaurant
adoption_service,Adoption Service,family_service
auto_electrical_repair,Auto Electrical Repair,automotive_repair
auto_loan_provider,Auto Loan Provider,installment_loans
building_contractor,Building Contractor,contractor
childrens_museum,Childrens Museum,museum
fish_and_chips_restaurant,Fish And Chips Restaurant,seafood_restaurant
general_litigation,General Litigation,attorney_or_law_firm
it_consultant,It Consultant,it_service_and_computer_repair
portuguese_restaurant,Portuguese Restaurant,iberian_restaurant
rug_store,Rug Store,hardware_home_and_garden_store
shades_and_blinds,Shades And Blinds,home_service
sports_school,Sports School,specialty_school
trailer_rental_service,Trailer Rental Service,vehicle_rental_service
aircraft_dealer,Aircraft Dealer,vehicle_dealer
aromatherapy,Aromatherapy,complementary_and_alternative_medicine
b2b_promotional_products_and_services,B2b Promotional Products And Services,b2b_advertising_and_marketing_service
business_school,Business School,college_university
car_auction,Car Auction,auction_house
custom_cakes_shop,Custom Cakes Shop,patisserie_cake_shop
customized_merchandise_store,Customized Merchandise Store,specialty_store
eyebrow_service,Eyebrow Service,personal_or_beauty_service
glass_blowing_venue,Glass Blowing Venue,arts_and_crafts_space
home_organization,Home Organization,real_estate_service
hotel_bar,Hotel Bar,bar
pet_hospice,Pet Hospice,veterinary_care
place_of_worship,Place Of Worship,cultural_and_historic
proctology,Proctology,gastroenterology
public_fountain,Public Fountain,public_facility
roller_skating_rink,Roller Skating Rink,skating_rink
science_museum,Science Museum,museum
scooter_rental,Scooter Rental,recreational_equipment_rental
sky_diving,Sky Diving,sport_or_fitness_facility
welder,Welder,building_or_construction_service
appliance_manufacturer,Appliance Manufacturer,manufacturer
b2b_signage_service,B2b Signage Service,b2b_advertising_and_marketing_service
b2b_transportation_and_storage_service,B2b Transportation And Storage Service,b2b_service
body_contouring,Body Contouring,medical_skin_care
carpet_installation,Carpet Installation,home_service
crisis_intervention_service,Crisis Intervention Service,behavioral_or_crisis_service
disability_law,Disability Law,attorney_or_law_firm
emergency_roadside_service,Emergency Roadside Service,automotive_service
european_restaurant,European Restaurant,restaurant
farming_service,Farming Service,b2b_farming
go_kart_club,Go Kart Club,sport_or_recreation_club
observatory,Observatory,science_attraction
personal_chef,Personal Chef,event_or_party_service
petting_zoo,Petting Zoo,zoo
refinishing_service,Refinishing Service,home_service
reptile_store,Reptile Store,pet_store
rodeo,Rodeo,rural_attraction
turkish_restaurant,Turkish Restaurant,middle_eastern_restaurant
airport_lounge,Airport Lounge,lounge
band_orchestra_symphony,Band Orchestra Symphony,music_venue
bartender,Bartender,event_or_party_service
bistro,Bistro,casual_eatery
cafeteria,Cafeteria,restaurant
commercial_refrigeration,Commercial Refrigeration,technical_service
guatemalan_restaurant,Guatemalan Restaurant,central_american_restaurant
hydroponic_gardening_store,Hydroponic Gardening Store,nursery_and_gardening_store
laser_tag,Laser Tag,sport_or_fitness_facility
orthotics,Orthotics,physical_medicine_and_rehabilitation
pool_hall,Pool Hall,pool_billiards
sailing_club,Sailing Club,sport_or_recreation_club
siding,Siding,home_service
tailor,Tailor,sewing_and_alterations
telephone_service,Telephone Service,technical_service
vinyl_record_store,Vinyl Record Store,books_music_and_video_store
volunteer_association,Volunteer Association,social_or_community_service
adult_store,Adult Store,specialty_store
aircraft_manufacturer,Aircraft Manufacturer,vehicle_manufacturer
astrological_advising,Astrological Advising,spiritual_advising
b2b_radio_and_television_commercials,B2b Radio And Television Commercials,b2b_advertising_and_marketing_service
bartending_school,Bartending School,specialty_school
baseball_stadium,Baseball Stadium,stadium
dental_supply_store,Dental Supply Store,medical_supply_store
embassy,Embassy,government_office
fish_farm,Fish Farm,fish_farm_hatchery
immigration_and_naturalization_office,Immigration And Naturalization Office,government_office
jazz_and_blues_venue,Jazz And Blues Venue,music_venue
lebanese_restaurant,Lebanese Restaurant,middle_eastern_restaurant
musician,Musician,event_or_party_service
payroll_service,Payroll Service,professional_service
polish_restaurant,Polish Restaurant,central_european_restaurant
vehicle_wrap,Vehicle Wrap,automotive_service
venezuelan_restaurant,Venezuelan Restaurant,south_american_restaurant
woodworking_supply_store,Woodworking Supply Store,hardware_home_and_garden_store
automobile_registration_service,Automobile Registration Service,automotive_service
b2b_executive_search_consultants,B2b Executive Search Consultants,b2b_business_management_service
business_financing,Business Financing,financial_service
community_museum,Community Museum,history_museum
cremation_service,Cremation Service,funeral_service
farm_equipment_and_supply,Farm Equipment And Supply,b2b_farming
fishing_club,Fishing Club,sport_or_recreation_club
gemstone_and_mineral_store,Gemstone And Mineral Store,specialty_store
gold_buyer,Gold Buyer,financial_service
guitar_store,Guitar Store,musical_instrument_store
knitting_supply_store,Knitting Supply Store,craft_store
lighthouse,Lighthouse,historic_site
logging_service,Logging Service,b2b_environmental_service
pier,Pier,built_feature
popcorn_shop,Popcorn Shop,casual_eatery
self_defense_class,Self Defense Class,sport_or_fitness_facility
student_union,Student Union,campus_building
tiki_bar,Tiki Bar,bar
acai_bowls,Acai Bowls,special_diet_restaurant
argentine_restaurant,Argentine Restaurant,south_american_restaurant
auto_leasing,Auto Leasing,auto_dealer
b2b_food_products,B2b Food Products,b2b_agriculture_service
bus_tour,Bus Tour,tour_operator
chimney_service,Chimney Service,home_service
dui_law,Dui Law,attorney_or_law_firm
farming_equipment_store,Farming Equipment Store,farming_equipment_and_supply_store
ferry_boat_company,Ferry Boat Company,corporate_or_business_office
fingerprinting_service,Fingerprinting Service,security_service
foster_care_service,Foster Care Service,social_or_community_service
mediator,Mediator,legal_service
opera_and_ballet,Opera And Ballet,music_venue
pediatric_pulmonology,Pediatric Pulmonology,pediatric_clinic
planetarium,Planetarium,science_attraction
professional_sport_league,Professional Sport League,sport_league
sikh_place_of_worship,Sikh Place Of Worship,place_of_worship
speakeasy,Speakeasy,bar
squash_court,Squash Court,sport_court
taiwanese_restaurant,Taiwanese Restaurant,east_asian_restaurant
web_hosting_service,Web Hosting Service,internet_service_provider
boating_place,Boating Place,water_sport
car_stereo_installation,Car Stereo Installation,automotive_service
cave,Cave,land_feature
choir,Choir,music_venue
college_counseling,College Counseling,educational_service
court_reporter,Court Reporter,legal_service
doner_kebab_restaurant,Doner Kebab Restaurant,turkish_restaurant
gluten_free_restaurant,Gluten Free Restaurant,special_diet_restaurant
home_and_rental_insurance,Home And Rental Insurance,insurance_agency
imported_food_store,Imported Food Store,food_and_beverage_store
mailbox_center,Mailbox Center,shipping_or_delivery_service
nanny_service,Nanny Service,family_service
paint_and_sip_venue,Paint And Sip Venue,arts_and_crafts_space
pasta_store,Pasta Store,specialty_foods_store
patent_law,Patent Law,legal_service
pet_cemetery_and_crematorium_service,Pet Cemetery And Crematorium Service,animal_or_pet_service
social_security_service,Social Security Service,government_office
track_stadium,Track Stadium,stadium
trailer_repair,Trailer Repair,automotive_repair
waterproofing,Waterproofing,home_service
animation_studio,Animation Studio,media_news_company
archery_store,Archery Store,sporting_goods_store
awning_supplier,Awning Supplier,supplier_or_distributor
b2b_environmental_service,B2b Environmental Service,b2b_service
beach_resort,Beach Resort,resort
behavior_analysis,Behavior Analysis,behavioral_or_crisis_service
blow_dry_blow_out_service,Blow Dry Blow Out Service,hair_salon
boat_charter,Boat Charter,event_or_party_service
childrens_hospital,Childrens Hospital,specialty_hospital
construction_management,Construction Management,building_or_construction_service
debt_relief_service,Debt Relief Service,financial_service
department_of_social_service,Department Of Social Service,government_department
dive_store,Dive Store,sporting_goods_store
furniture_repair,Furniture Repair,home_service
handbag_store,Handbag Store,fashion_accessories_store
iv_hydration,Iv Hydration,wellness_service
jet_skis_rental,Jet Skis Rental,recreational_equipment_rental
machinery_and_tool_manufacturer,Machinery And Tool Manufacturer,manufacturer
mobility_equipment_service,Mobility Equipment Service,family_service
pakistani_restaurant,Pakistani Restaurant,south_asian_restaurant
paralegal_service,Paralegal Service,attorney_or_law_firm
persian_restaurant,Persian Restaurant,middle_eastern_restaurant
photo_booth_rental,Photo Booth Rental,event_or_party_service
public_restroom,Public Restroom,public_facility
school_sport_team,School Sport Team,sport_team
street_art,Street Art,arts_and_crafts_space
television_station,Television Station,media_news_company
volleyball_club,Volleyball Club,sport_or_recreation_club
water_store,Water Store,food_and_beverage_store
adventure_sports_center,Adventure Sports Center,sport_or_fitness_facility
aesthetic_medicine,Aesthetic Medicine,medical_skin_care
automotive_storage_facility,Automotive Storage Facility,storage_facility
aviation_museum,Aviation Museum,museum
b2b_hospital_equipment_and_supplies,B2b Hospital Equipment And Supplies,b2b_medical_support_service
b2b_oil_and_gas_equipment,B2b Oil And Gas Equipment,b2b_oil_and_gas
balloon_service,Balloon Service,event_or_party_service
car_buyer,Car Buyer,automotive_service
castle,Castle,historic_site
charter_school,Charter School,school
commercial_printer,Commercial Printer,printing_service
dairy_store,Dairy Store,specialty_foods_store
dentistry_school,Dentistry School,medical_sciences_school
do_it_yourself_store,Do It Yourself Store,hardware_home_and_garden_store
